Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_accident,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84
2024S001871,8,Nou Barris,53,la Trinitat Nova,701267,Dalt (Besòs),K155,Dimecres,2024,4,Abril,3,8,Matí,Abast,432218.556,4588908.540,2.18742210,41.44704833
2024S001873,10,Sant Martí,72,Sant Martí de Provençals,060807,Cantàbria,31,Dimecres,2024,4,Abril,3,12,Matí,Col.lisió fronto-lateral,433314.713,4585878.556,2.20087814,41.41985006
2024S001876,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dimecres,2024,4,Abril,3,15,Tarda,Abast,430155.920,4582713.394,2.16344730,41.39107401
2024S001877,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs),K58,Dimecres,2024,4,Abril,3,15,Tarda,Abast,425576.679,4582827.980,2.10866555,41.39169513
2024S001878,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,568,Dimecres,2024,4,Abril,3,18,Tarda,Col.lisió lateral,429034.935,4583090.283,2.14999606,41.39437033
2024S001879,2,Eixample,7,la Dreta de l'Eixample,349309,Universitat,20,Dimecres,2024,4,Abril,3,18,Tarda,Caiguda (dues rodes),430501.218,4582244.706,2.16763091,41.38688261
2024S001880,8,Nou Barris,51,Verdun,026605,Artesania,56-58,Dimecres,2024,4,Abril,3,18,Tarda,Caiguda interior vehicle,431077.725,4588171.893,2.17384996,41.44031644
2024S001881,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat,,Dimecres,2024,4,Abril,3,19,Tarda,Col.lisió frontal,428131.962,4586008.023,2.13884923,41.42056901
2024S001882,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,24,Dimecres,2024,4,Abril,3,20,Tarda,Caiguda (dues rodes),431114.002,4583223.377,2.17484806,41.39574995
2024S001883,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,243206,Pamplona,,Dijous,2024,4,Abril,4,7,Matí,Col.lisió lateral,432510.896,4583298.216,2.19154802,41.39654252
2024S001884,10,Sant Martí,68,el Poblenou,700654,Litoral,,Dijous,2024,4,Abril,4,9,Matí,Col.lisió fronto-lateral,433778.049,4583138.995,2.20672214,41.39521386
2024S001885,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,240,Dijous,2024,4,Abril,4,8,Matí,Col.lisió lateral,430064.569,4582603.435,2.16236744,41.39007571
2024S001886,4,Les Corts,21,Pedralbes,144601,Diagonal,694-696,Dijous,2024,4,Abril,4,8,Matí,Col.lisió lateral,425818.017,4582082.484,2.11164331,41.38500308
2024S001887,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,,Dijous,2024,4,Abril,4,9,Matí,Col.lisió lateral,428886.526,4587640.874,2.14768576,41.43534259
2024S001888,10,Sant Martí,73,la Verneda i la Pau,343200,Trajana,,Dijous,2024,4,Abril,4,11,Matí,Col.lisió frontal,433501.245,4586845.074,2.20300373,41.42857068
2024S001889,7,Horta-Guinardó,37,el Carmel,325504,Sigüenza,,Dijous,2024,4,Abril,4,8,Matí,Atropellament,429458.215,4586419.308,2.15467047,41.42439089
2024S001890,9,Sant Andreu,60,Sant Andreu,701334,Fernando Pessoa,9,Dijous,2024,4,Abril,4,12,Matí,Col.lisió fronto-lateral,432684.590,4588039.294,2.19309767,41.43925857
2024S001891,9,Sant Andreu,59,el Bon Pastor,701265,Litoral (Besòs),E30,Dijous,2024,4,Abril,4,13,Matí,Abast multiple,433694.470,4588647.608,2.20511818,41.44482154
2024S001892,4,Les Corts,20,la Maternitat i Sant Ramon,244300,Pius XII,0,Dijous,2024,4,Abril,4,14,Tarda,Caiguda (dues rodes),426803.310,4582287.814,2.12340148,41.38694270
2024S001893,8,Nou Barris,44,Vilapicina i la Torre Llobeta,014107,Amílcar,,Dijous,2024,4,Abril,4,13,Matí,Col.lisió fronto-lateral,430926.756,4586784.444,2.17220165,41.42780722
2024S001894,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,444-446,Dijous,2024,4,Abril,4,18,Tarda,Col.lisió lateral,429354.457,4581312.417,2.15402519,41.37838584
2024S001895,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701498,B-10 (Besòs),K65,Dijous,2024,4,Abril,4,18,Tarda,Abast,434385.736,4583964.782,2.21390114,41.40270138
2024S001896,6,Gràcia,28,Vallcarca i els Penitents,358300,Vallcarca,1,Dijous,2024,4,Abril,4,22,Nit,Caiguda interior vehicle,428545.118,4585124.635,2.14389723,41.41264956
2024S001897,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,,Dijous,2024,4,Abril,4,18,Tarda,Col.lisió lateral,430411.157,4583904.052,2.16636306,41.40182002
2024S001898,3,Sants-Montjuïc,18,Sants,187207,Madrid,136-138,Dijous,2024,4,Abril,4,20,Tarda,Abast,427335.747,4581467.317,2.12986747,41.37960111
2024S001899,4,Les Corts,19,les Corts,701433,Mig (Ascendent),K28,Dijous,2024,4,Abril,4,18,Tarda,Abast,427174.444,4582544.762,2.12780905,41.38929063
2024S001900,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,155,Divendres,2024,4,Abril,5,1,Nit,Caiguda (dues rodes),431776.777,4586310.567,2.18242726,41.42361185
2024S001901,1,Ciutat Vella,3,la Barceloneta,294874,Salvat Papasseit,,Divendres,2024,4,Abril,5,8,Matí,Col.lisió fronto-lateral,432464.661,4581774.939,2.19116493,41.38281887
2024S001902,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,406-408,Divendres,2024,4,Abril,5,7,Matí,Xoc contra element estàtic,431059.107,4583577.718,2.17415109,41.39893668
2024S001903,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,33,Divendres,2024,4,Abril,5,11,Matí,Col.lisió lateral,429038.617,4584142.723,2.14991668,41.40384960
2024S001904,8,Nou Barris,52,la Prosperitat,701267,Dalt (Besòs),E2,Divendres,2024,4,Abril,5,12,Matí,Abast,431584.894,4588795.144,2.17984974,41.44597323
2024S001905,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,055603,Calvet,73-75,Divendres,2024,4,Abril,5,13,Matí,Atropellament,428285.523,4583357.924,2.14100088,41.39671436
2024S001906,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,390,Divendres,2024,4,Abril,5,14,Tarda,Col.lisió lateral,431889.993,4587018.859,2.18370218,41.43000082
2024S001907,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,59-61,Divendres,2024,4,Abril,5,15,Tarda,Abast,428063.368,4584982.074,2.13815054,41.41132257
2024S001908,10,Sant Martí,67,la Vila Olímpica del Poblenou,701497,B-10 (Llobregat),K85,Divendres,2024,4,Abril,5,14,Tarda,Abast,433042.410,4582486.788,2.19799533,41.38927865
2024S001909,6,Gràcia,30,la Salut,340406,Torrent de les Flors,,Divendres,2024,4,Abril,5,16,Tarda,Col.lisió fronto-lateral,429604.811,4584800.276,2.15661319,41.40982174
2024S001910,10,Sant Martí,72,Sant Martí de Provençals,158504,Huelva,10-30,Divendres,2024,4,Abril,5,15,Tarda,Abast,432655.934,4585333.461,2.19305625,41.41488557
2024S001911,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,023403,Aribau,,Divendres,2024,4,Abril,5,13,Matí,Col.lisió lateral,428609.638,4583707.303,2.14483644,41.39988994
2024S001912,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,321,Divendres,2024,4,Abril,5,18,Tarda,Abast,428658.694,4580703.823,2.14577710,41.37284302
2024S001913,5,Sarrià-Sant Gervasi,23,Sarrià,701268,Dalt (Llobregat),K65,Divendres,2024,4,Abril,5,18,Tarda,Abast multiple,425910.222,4583445.835,2.11257911,41.39729068
2024S001914,2,Eixample,6,la Sagrada Família,090502,Còrsega,584,Divendres,2024,4,Abril,5,19,Tarda,Abast multiple,431137.460,4584600.967,2.17497184,41.40815948
2024S001915,4,Les Corts,21,Pedralbes,701268,Dalt (Llobregat),K53,Divendres,2024,4,Abril,5,17,Tarda,Abast,425389.208,4582352.535,2.10648198,41.38739563
2024S001916,2,Eixample,10,Sant Antoni,198804,Paral·lel,120-122,Divendres,2024,4,Abril,5,22,Nit,Abast,430061.486,4580949.341,2.16252160,41.37517752
2024S001917,7,Horta-Guinardó,40,Montbau,286800,Roig i Solé,19,Divendres,2024,4,Abril,5,22,Nit,Xoc amb animal a la calçada,428317.459,4587167.947,2.14093119,41.43103252
2024S001918,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dissabte,2024,4,Abril,6,3,Nit,Col.lisió fronto-lateral,429834.070,4581818.313,2.15970168,41.38298427
2024S001919,2,Eixample,6,la Sagrada Família,178308,Lepant,,Dissabte,2024,4,Abril,6,6,Matí,Col.lisió fronto-lateral,431277.266,4584186.433,2.17669147,41.40443788
2024S001920,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca,,Dissabte,2024,4,Abril,6,5,Nit,Caiguda (dues rodes),429645.087,4582587.714,2.15735231,41.38989751
2024S001921,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,332204,Tavern,,Dissabte,2024,4,Abril,6,12,Matí,Atropellament,428491.717,4583690.658,2.14342786,41.39972954
2024S001922,1,Ciutat Vella,2,el Barri Gòtic,082901,Colom,1,Dissabte,2024,4,Abril,6,13,Matí,Atropellament,431653.309,4581582.410,2.18148397,41.38101626
2024S001923,3,Sants-Montjuïc,11,el Poble Sec,169409,Corts Catalanes,,Dissabte,2024,4,Abril,6,10,Matí,Col.lisió lateral,428974.327,4580977.977,2.14951889,41.37534017
2024S001924,2,Eixample,6,la Sagrada Família,018505,Aragó,,Dissabte,2024,4,Abril,6,10,Matí,Col.lisió lateral,431740.056,4584265.345,2.18221875,41.40518806
2024S001925,6,Gràcia,28,Vallcarca i els Penitents,701103,Alfonso Comín,6,Dissabte,2024,4,Abril,6,12,Matí,Abast,428100.864,4585361.877,2.13855397,41.41474666
2024S001926,3,Sants-Montjuïc,11,el Poble Sec,316809,Santa Madrona,37-43,Dissabte,2024,4,Abril,6,18,Tarda,Xoc contra element estàtic,429648.175,4580396.040,2.15764380,41.37015806
2024S001927,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),K72,Dissabte,2024,4,Abril,6,21,Tarda,Col.lisió lateral,433926.408,4583434.563,2.20846440,41.39788819
2024S001928,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,,Dissabte,2024,4,Abril,6,19,Tarda,Col.lisió lateral,428782.595,4581555.767,2.14715840,41.38052718
2024S001929,7,Horta-Guinardó,37,el Carmel,185700,Llobregós,,Dissabte,2024,4,Abril,6,17,Tarda,Xoc contra element estàtic,429575.177,4586406.111,2.15607161,41.42428229
2024S001930,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,187-193,Dissabte,2024,4,Abril,6,12,Matí,Caiguda (dues rodes),428173.369,4580228.731,2.14003052,41.36852084
2024S001931,6,Gràcia,31,la Vila de Gràcia,344000,Dalt,,Dissabte,2024,4,Abril,6,12,Matí,Abast,429241.328,4584658.673,2.15228123,41.40851445
2024S001932,6,Gràcia,31,la Vila de Gràcia,208001,Torrent de l'Olla,77,Diumenge,2024,4,Abril,7,12,Matí,Atropellament,429726.631,4583851.841,2.15818077,41.40129020
2024S001933,10,Sant Martí,70,el Besòs i el Maresme,008705,Alfons el Magnànim,83,Diumenge,2024,4,Abril,7,9,Matí,Xoc contra element estàtic,434442.194,4585456.070,2.21441486,41.41613767
2024S001934,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",246259,Ciutadella,0,Diumenge,2024,4,Abril,7,13,Matí,Atropellament,432088.264,4582373.538,2.18659658,41.38817859
2024S001935,2,Eixample,10,Sant Antoni,361406,Viladomat,12,Diumenge,2024,4,Abril,7,14,Tarda,Xoc contra element estàtic,430070.461,4581019.033,2.16262086,41.37580600
2024S001936,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,032700,Balmes,286-288,Divendres,2024,4,Abril,5,15,Tarda,Xoc contra element estàtic,428780.373,4583910.188,2.14685482,41.40173239
2024S001937,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,646X,Diumenge,2024,4,Abril,7,17,Tarda,Caiguda interior vehicle,432263.613,4588823.287,2.18797102,41.44628430
2024S001938,10,Sant Martí,68,el Poblenou,180401,Lope de Vega,,Diumenge,2024,4,Abril,7,19,Tarda,Col.lisió frontal,433555.493,4584133.747,2.20395091,41.40415498
2024S001939,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,74-76,Diumenge,2024,4,Abril,7,21,Tarda,Atropellament,428775.137,4581196.231,2.14711149,41.37728829
2024S001940,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Diumenge,2024,4,Abril,7,23,Nit,Atropellament,430121.355,4582099.833,2.16310473,41.38554485
2024S001941,4,Les Corts,20,la Maternitat i Sant Ramon,065200,Cardenal Reig,,Dilluns,2024,4,Abril,8,6,Matí,Col.lisió fronto-lateral,426195.520,4581305.883,2.11625245,41.37804330
2024S001942,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Dilluns,2024,4,Abril,8,9,Matí,Col.lisió lateral,430134.592,4583421.810,2.16311045,41.39745262
2024S001943,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,,Dilluns,2024,4,Abril,8,8,Matí,Col.lisió frontal,429042.337,4583824.885,2.14999845,41.40098728
2024S001944,3,Sants-Montjuïc,11,el Poble Sec,198804,Paral·lel,105-107,Diumenge,2024,4,Abril,7,15,Tarda,Caiguda interior vehicle,430070.613,4580907.473,2.16263557,41.37480123
2024S001945,2,Eixample,5,el Fort Pienc,225500,Nàpols,125-127,Dilluns,2024,4,Abril,8,9,Matí,Abast,431430.719,4583228.874,2.17863569,41.39582654
2024S001946,5,Sarrià-Sant Gervasi,24,les Tres Torres,139805,Ganduxer,113,Dilluns,2024,4,Abril,8,12,Matí,Caiguda (dues rodes),427589.144,4583859.337,2.13261145,41.40116794
2024S001947,10,Sant Martí,67,la Vila Olímpica del Poblenou,062609,Icària,,Dilluns,2024,4,Abril,8,12,Matí,Col.lisió fronto-lateral,432751.350,4582465.560,2.19451665,41.38906315
2024S001948,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,,Dilluns,2024,4,Abril,8,11,Matí,Caiguda interior vehicle,429450.519,4581444.101,2.15515854,41.37958031
2024S001949,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Dilluns,2024,4,Abril,8,11,Matí,Col.lisió lateral,430786.398,4583330.195,2.17091737,41.39668388
2024S001950,8,Nou Barris,52,la Prosperitat,061504,Canyameres,22,Dilluns,2024,4,Abril,8,9,Matí,Xoc contra element estàtic,431517.490,4588439.768,2.17908321,41.44276674
2024S001951,6,Gràcia,31,la Vila de Gràcia,340406,Torrent de les Flors,,Dilluns,2024,4,Abril,8,13,Matí,Col.lisió fronto-lateral,429886.053,4584414.404,2.16002258,41.40637093
2024S001952,9,Sant Andreu,58,Baró de Viver,701266,Litoral (Llobregat),K5,Dilluns,2024,4,Abril,8,16,Tarda,Abast,433412.695,4589022.727,2.20170392,41.44817678
2024S001953,7,Horta-Guinardó,37,el Carmel,067103,Carmel,24,Dilluns,2024,4,Abril,8,16,Tarda,Abast,429688.300,4586615.305,2.15740091,41.42617634
2024S001954,6,Gràcia,31,la Vila de Gràcia,028000,Augusta,18,Dilluns,2024,4,Abril,8,18,Tarda,Caiguda interior vehicle,429442.374,4583388.339,2.15483455,41.39709069
2024S001955,6,Gràcia,31,la Vila de Gràcia,066100,Cardener,,Dilluns,2024,4,Abril,8,19,Tarda,Col.lisió fronto-lateral,429680.365,4584850.879,2.15751121,41.41028413
2024S001956,4,Les Corts,21,Pedralbes,333604,John M. Keynes,1,Dimarts,2024,4,Abril,9,7,Matí,Atropellament,426181.325,4582307.220,2.11596066,41.38706062
2024S001957,3,Sants-Montjuïc,18,Sants,365000,Violant Hongria Reina Aragó,82-88,Dilluns,2024,4,Abril,8,18,Tarda,Caiguda (dues rodes),427423.713,4581394.170,2.13092812,41.37895024
2024S001958,8,Nou Barris,46,el Turó de la Peira,103003,Doctor Pi i Molist,,Dimarts,2024,4,Abril,9,8,Matí,Col.lisió lateral,430942.148,4587575.046,2.17229547,41.43492921
2024S001959,2,Eixample,5,el Fort Pienc,028305,Ausiàs Marc,,Dimarts,2024,4,Abril,9,9,Matí,Col.lisió lateral,431465.748,4583017.275,2.17907864,41.39392372
2024S001960,1,Ciutat Vella,2,el Barri Gòtic,130403,Fontanella,6,Dimarts,2024,4,Abril,9,10,Matí,Abast,430857.356,4582284.743,2.17188553,41.38727392
2024S001961,4,Les Corts,21,Pedralbes,232403,Bisbe Català,,Dimarts,2024,4,Abril,9,11,Matí,Col.lisió fronto-lateral,426097.089,4583334.484,2.11482785,41.39630500
2024S001962,2,Eixample,6,la Sagrada Família,197302,Marina,,Dimarts,2024,4,Abril,9,11,Matí,Abast,431369.711,4583900.935,2.17782974,41.40187439
2024S001963,4,Les Corts,21,Pedralbes,701268,Dalt (Llobregat),K56,Dimarts,2024,4,Abril,9,8,Matí,Col.lisió lateral,425522.170,4582629.292,2.10803807,41.38990058
2024S001964,4,Les Corts,19,les Corts,144601,Diagonal,485,Dimarts,2024,4,Abril,9,9,Matí,Col.lisió lateral,428505.870,4582846.363,2.14369690,41.39212655
2024S001965,1,Ciutat Vella,2,el Barri Gòtic,701266,Litoral (Llobregat),K106,Dimarts,2024,4,Abril,9,17,Tarda,Abast,431465.380,4581159.779,2.17928448,41.37719374
2024S001966,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,26,Dimarts,2024,4,Abril,9,17,Tarda,Atropellament,428729.770,4581488.913,2.14653457,41.37992036
2024S001967,2,Eixample,7,la Dreta de l'Eixample,350308,València,303,Dimarts,2024,4,Abril,9,17,Tarda,Atropellament,430512.995,4583268.251,2.16765427,41.39610237
2024S001968,2,Eixample,8,l'Antiga Esquerra de l'Eixample,023403,Aribau,125,Dimarts,2024,4,Abril,9,16,Tarda,Caiguda (dues rodes),429470.571,4582750.002,2.15524621,41.39134388
2024S001969,3,Sants-Montjuïc,17,Sants - Badal,282252,Blanca,129,Dimarts,2024,4,Abril,9,15,Tarda,Caiguda interior vehicle,427162.076,4580561.302,2.12789965,41.37142526
2024S001970,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dimarts,2024,4,Abril,9,20,Tarda,Caiguda (dues rodes),432141.028,4585382.640,2.18689012,41.41528517
2024S001971,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,441,Dimarts,2024,4,Abril,9,15,Tarda,Col.lisió lateral,429002.185,4583024.820,2.14961202,41.39377784
2024S001972,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,173304,Johann Sebastian Bach,12,Dimarts,2024,4,Abril,9,18,Tarda,Altres,428123.285,4583212.447,2.13907762,41.39538961
2024S001973,2,Eixample,7,la Dreta de l'Eixample,350308,València,,Dimarts,2024,4,Abril,9,18,Tarda,Atropellament,430061.219,4582806.771,2.16230389,41.39190679
2024S001974,7,Horta-Guinardó,43,Horta,700651,Estatut de Catalunya,2-14,Dimarts,2024,4,Abril,9,21,Tarda,Caiguda (dues rodes),429531.840,4587130.298,2.15546857,41.43080096
2024S001975,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,,Dimarts,2024,4,Abril,9,14,Tarda,Atropellament,427191.097,4581776.766,2.12810056,41.38237511
2024S001976,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dimarts,2024,4,Abril,9,9,Matí,Col.lisió lateral,430557.688,4582525.424,2.16827407,41.38941583
2024S001977,8,Nou Barris,53,la Trinitat Nova,260307,Platja d'Aro,,Dimarts,2024,4,Abril,9,22,Nit,Caiguda (dues rodes),432216.436,4589082.220,2.18737722,41.44861243
2024S001978,5,Sarrià-Sant Gervasi,23,Sarrià,193108,Manuel Girona,15,Dimarts,2024,4,Abril,9,17,Tarda,Abast,426691.703,4582708.104,2.12201585,41.39071791
2024S001979,9,Sant Andreu,62,el Congrés i els Indians,160608,Can Ros,32-38,Dimarts,2024,4,Abril,9,18,Tarda,Col.lisió fronto-lateral,431898.623,4586656.574,2.18384629,41.42673857
2024S001980,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,130,Dimarts,2024,4,Abril,9,20,Tarda,Abast,429487.251,4582044.977,2.15552781,41.38499542
2024S001981,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,,Dimarts,2024,4,Abril,9,17,Tarda,Col.lisió lateral,430097.196,4583030.096,2.16270839,41.39392134
2024S001982,3,Sants-Montjuïc,18,Sants,017706,Antoni de Capmany,,Dimecres,2024,4,Abril,10,2,Nit,Xoc contra element estàtic,427544.300,4580671.690,2.13245648,41.37245401
2024S001983,9,Sant Andreu,57,la Trinitat Vella,120807,Favència,,Dimarts,2024,4,Abril,9,21,Tarda,Col.lisió lateral,432400.822,4588896.104,2.18960530,41.44695171
2024S001984,8,Nou Barris,50,les Roquetes,701501,B-20 (Llobregat),E2,Dimecres,2024,4,Abril,10,5,Nit,Col.lisió lateral,431275.630,4588731.920,2.17615498,41.44537737
2024S001985,4,Les Corts,20,la Maternitat i Sant Ramon,310507,Sant Ramon Nonat,38,Dimecres,2024,4,Abril,10,7,Matí,Col.lisió lateral,426219.183,4581281.604,2.11653835,41.37782680
2024S001986,2,Eixample,5,el Fort Pienc,197302,Marina,155,Dimecres,2024,4,Abril,10,0,Nit,Col.lisió fronto-lateral,431697.957,4583507.945,2.18180064,41.39836281
2024S001987,8,Nou Barris,45,Porta,351901,Valldaura,276-278,Dimecres,2024,4,Abril,10,8,Matí,Atropellament,431806.241,4588046.080,2.18258392,41.43924553
2024S001988,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,,Dimecres,2024,4,Abril,10,9,Matí,Col.lisió lateral,430121.355,4582099.833,2.16310473,41.38554485
2024S001989,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,,Dimarts,2024,4,Abril,9,17,Tarda,Abast,430243.083,4585019.395,2.16422392,41.41185095
2024S001990,4,Les Corts,19,les Corts,144601,Diagonal,650,Dimecres,2024,4,Abril,10,9,Matí,Col.lisió fronto-lateral,427583.384,4582648.238,2.13268747,41.39025954
2024S001991,8,Nou Barris,53,la Trinitat Nova,132205,Fosca,,Dimecres,2024,4,Abril,10,6,Matí,Atropellament,432021.733,4588978.606,2.18505815,41.44766274
2024S001992,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,116,Dimecres,2024,4,Abril,10,10,Matí,Col.lisió lateral,429514.505,4581976.790,2.15586168,41.38438368
2024S001993,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,186703,Llull,83-85,Diumenge,2024,4,Abril,14,1,Nit,Atropellament,432757.168,4583179.063,2.19450696,41.39548998
2024S001994,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,289105,Rosselló,,Dimecres,2024,4,Abril,10,11,Matí,Caiguda (dues rodes),430696.791,4583995.828,2.16976933,41.40267130
2024S001995,2,Eixample,6,la Sagrada Família,018505,Aragó,,Dimecres,2024,4,Abril,10,12,Matí,Abast,431463.856,4583995.646,2.17894519,41.40273545
2024S001996,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701497,B-10 (Llobregat),K170,Dimecres,2024,4,Abril,10,13,Matí,Col.lisió lateral,427200.430,4577361.602,2.12874236,41.34261015
2024S001997,3,Sants-Montjuïc,18,Sants,235208,Olzinelles,2,Dimecres,2024,4,Abril,10,9,Matí,Altres,427851.576,4580958.096,2.13609636,41.37506118
2024S001998,8,Nou Barris,52,la Prosperitat,351901,Valldaura,195,Dimarts,2024,4,Abril,9,17,Tarda,Atropellament,431236.576,4587986.715,2.17577236,41.43866224
2024S001999,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,,Dimecres,2024,4,Abril,10,14,Tarda,Abast,431648.432,4583591.240,2.18119883,41.39910881
